System,JCA ID,Capability,WME,WME Description
CEIP- BI Virtualization,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- BI Virtualization,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- CAIB,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- CAIB,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- CAIB,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- CAP,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- CAP,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- CAP,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- COHORT,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- COHORT,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- COHORT,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- DAVINCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- DAVINCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- DAVINCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- HCE,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- HCE,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- HCE,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- HSDW,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- HSDW,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- HSDW,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- MHS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- MHS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- MHS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CEIP- RMS,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEIP- RMS,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CEIP- RMS,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CELLAVISION,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,E2,Optimize Operations Across the Military Health System
CELLAVISION,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CELLAVISION,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,W2,Ensure that Everyone Can Succeed
CELLAVISION,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,W8,Improve Readiness Health and Experience
CENSITRAC,1.4.1.12.1,Medical Materiel,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CENSITRAC,1.4.1.12.1,Medical Materiel,E4,Deliver Solutions to Combatant Commands
CENSITRAC,1.4.1.12.1,Medical Materiel,W3,Gather Develop and Prioritize Requirements
CENSITRAC,1.4.1.12.1,Medical Materiel,W5,Manage and Administer MTFs
CENSITRAC,1.4.1.12.1,Medical Materiel,W8,Improve Readiness Health and Experience
CENSITRAC,1.4.1.12.1,Medical Materiel,W10,Deploy Solutions for 21st Century
CENTRAMAX,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CENTRAMAX,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
CENTRAMAX,1.4.2.4.2,Emergency Services,W4,Unify and Fully Integrate the Enterprise Support Activities
CENTRAMAX,1.4.2.4.2,Emergency Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CENTRAMAX,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
CENTRAMAX,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CENTRAMAX,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
CENTRAMAX,1.4.2.4.2,Emergency Services,W5,Manage and Administer MTFs
CENTRAMAX,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
CERBERUS,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
CERBERUS,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
CEREC,1.4.2.4.4,Routine Ambulatory Care (Dental),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CEREC,1.4.2.4.4,Routine Ambulatory Care (Dental),E4,Deliver Solutions to Combatant Commands
CEREC,1.4.2.4.4,Routine Ambulatory Care (Dental),W5,Manage and Administer MTFs
CEREC,1.4.2.4.4,Routine Ambulatory Care (Dental),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CEREC,1.4.2.4.4,Routine Ambulatory Care (Dental),W8,Improve Readiness Health and Experience
CGMSI,1.4.2.4.6,Medical Management (Chronic Illnesses),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CGMSI,1.4.2.4.6,Medical Management (Chronic Illnesses),E4,Deliver Solutions to Combatant Commands
CGMSI,1.4.2.4.6,Medical Management (Chronic Illnesses),W5,Manage and Administer MTFs
CGMSI,1.4.2.4.6,Medical Management (Chronic Illnesses),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CGMSI,1.4.2.4.6,Medical Management (Chronic Illnesses),W8,Improve Readiness Health and Experience
CHAMPS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
CHAMPS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
CHART,1.4.2.4.7,Inpatient Non-Surgical Treatment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHART,1.4.2.4.7,Inpatient Non-Surgical Treatment,E4,Deliver Solutions to Combatant Commands
CHART,1.4.2.4.7,Inpatient Non-Surgical Treatment,W5,Manage and Administer MTFs
CHART,1.4.2.4.7,Inpatient Non-Surgical Treatment,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CHART,1.4.2.4.7,Inpatient Non-Surgical Treatment,W8,Improve Readiness Health and Experience
CHAS,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHAS,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
CHAS,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
CHCS,1.4.2.4.5,Surgery (Ambulatory),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHCS,1.4.2.4.5,Surgery (Ambulatory),E4,Deliver Solutions to Combatant Commands
CHCS,1.4.2.4.5,Surgery (Ambulatory),W5,Manage and Administer MTFs
CHCS,1.4.2.4.5,Surgery (Ambulatory),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CHCS,1.4.2.4.5,Surgery (Ambulatory),W8,Improve Readiness Health and Experience
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,E2,Optimize Operations Across the Military Health System
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,E4,Deliver Solutions to Combatant Commands
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,W8,Improve Readiness Health and Experience
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,W9,Strengthen Strategic Partnerships and Alliances
CHCS,1.4.1.6.5,Medical Care in a CBRNE Environment,W10,Deploy Solutions for 21st Century
CHCS,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHCS,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
CHCS,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
CHCS,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
CHCS,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHCS,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
CHCS,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
CHCS,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
CHCS,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CHCS,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
CHCS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHCS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E4,Deliver Solutions to Combatant Commands
CHCS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W5,Manage and Administer MTFs
CHCS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W8,Improve Readiness Health and Experience
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,M1,Optimize Critical Internal Management Processes
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
CHECKPOINT,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
CHEMIDOC,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CHEMIDOC,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
CHEMIDOC,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
CHEMIDOC,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
CHEMISTRY ANALYZER,1.4.1.3.1,Provide Food Safety and Inspections,E4,Deliver Solutions to Combatant Commands
CHEMISTRY ANALYZER,1.4.1.3.1,Provide Food Safety and Inspections,W8,Improve Readiness Health and Experience
CHPS,1.3.2.4,Personnel Accountability,E4,Deliver Solutions to Combatant Commands
CHPS,1.3.2.4,Personnel Accountability,W5,Manage and Administer MTFs
CHPS,1.3.2.4,Personnel Accountability,M1,Optimize Critical Internal Management Processes
CINAHL,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
CINAHL,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CINAHL,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
CINAHL,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
CINAHL,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
CIRRUS OCT,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CIRRUS OCT,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
CIRRUS OCT,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
CIRRUS OCT,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CIRRUS OCT,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
CIS,1.4.2.4.7,Inpatient Non-Surgical Treatment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CIS,1.4.2.4.7,Inpatient Non-Surgical Treatment,E4,Deliver Solutions to Combatant Commands
CIS,1.4.2.4.7,Inpatient Non-Surgical Treatment,W5,Manage and Administer MTFs
CIS,1.4.2.4.7,Inpatient Non-Surgical Treatment,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CIS,1.4.2.4.7,Inpatient Non-Surgical Treatment,W8,Improve Readiness Health and Experience
CISCOWLAN,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
CISCOWLAN,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
CISCO PRIME,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
CISCO PRIME,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,E1,Empower and Care for Our People
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,E2,Optimize Operations Across the Military Health System
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W1,Build Robust Improvement Capability
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W2,Ensure that Everyone Can Succeed
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W3,Gather Develop and Prioritize Requirements
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W4,Unify and Fully Integrate the Enterprise Support Activities
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W5,Manage and Administer MTFs
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W8,Improve Readiness Health and Experience
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W9,Strengthen Strategic Partnerships and Alliances
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,W10,Deploy Solutions for 21st Century
CIS Reports,1.4.2.1,DEFINE THE HEALTH BENEFIT,M1,Optimize Critical Internal Management Processes
CITRIX,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
CITRIX,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
CLAIM SAVER PRO,1.4.3.2.3,Beneficiary Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CLAIM SAVER PRO,1.4.3.2.3,Beneficiary Services,W3,Gather Develop and Prioritize Requirements
CLAIM SAVER PRO,1.4.3.2.3,Beneficiary Services,W5,Manage and Administer MTFs
CLAIM SAVER PRO,1.4.3.2.3,Beneficiary Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CLAIM SAVER PRO,1.4.3.2.3,Beneficiary Services,W8,Improve Readiness Health and Experience
CLEARPASS,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
CLEARPASS,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
CLEARVIEW,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CLEARVIEW,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
CLEARVIEW,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
CLEARVIEW,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
CLSARRAHS,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CLSARRAHS,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
CLSARRAHS,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
CLSARRAHS,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
CM,1.4.3.5.3,Staff Development,E2,Optimize Operations Across the Military Health System
CM,1.4.3.5.3,Staff Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CM,1.4.3.5.3,Staff Development,W1,Build Robust Improvement Capability
CM,1.4.3.5.3,Staff Development,W2,Ensure that Everyone Can Succeed
CM,1.4.3.5.3,Staff Development,W5,Manage and Administer MTFs
CM,1.4.3.5.3,Staff Development,W8,Improve Readiness Health and Experience
CMA,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
CMA,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
CMIS,1.4.3.2.2,Monitoring,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CMIS,1.4.3.2.2,Monitoring,W3,Gather Develop and Prioritize Requirements
CMIS,1.4.3.2.2,Monitoring,W5,Manage and Administer MTFs
CMIS,1.4.3.2.2,Monitoring,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
CMIS,1.4.3.2.2,Monitoring,W8,Improve Readiness Health and Experience
CMIS,1.4.3.2.2,Monitoring,W10,Deploy Solutions for 21st Century
CMIS,1.4.3.2.2,Monitoring,M1,Optimize Critical Internal Management Processes
CMOS,1.4.1.12.9,Medical Logistics Management,E4,Deliver Solutions to Combatant Commands
CMOS,1.4.1.12.9,Medical Logistics Management,W3,Gather Develop and Prioritize Requirements
CMOS,1.4.1.12.9,Medical Logistics Management,W5,Manage and Administer MTFs
CMOS,1.4.1.12.9,Medical Logistics Management,W8,Improve Readiness Health and Experience
CN3D,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CN3D,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
CN3D,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
CN3D,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
CNSVITAL,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
CNSVITAL,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
CNSVITAL,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
CNSVITAL,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
