System,Alignment,Aligned Cap,Total Cap,Percent Grouping,Percent,EMW Coverage,Systems with Same EMW Coverage,EMW Combo Count,Top 10 EMW Match,Top 10 EMW Combo #
OSMOMETER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
OS X LION,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
OS X SNOW LEOPARD,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
OT,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
OTC NET,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
OTIS,Aligned,1,1,90-100%,100%,E3 | E4 | W3 | W5 | W8 ,3,5,,
OUT PROCESSING PROGRAM,Aligned,1,1,90-100%,100%,E4 | M1 | W3 | W4 | W5 | W6 ,3,6,,
OVER EXPOSURE,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
OVID,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
OVMS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Olympus Microscope,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Olympus Scanner,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
OpenBook,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Oyler Mass Spec,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
P4I,Aligned,4,4,90-100%,100%,E4 | W1 | W10 | W3 | W4 | W5 | W7 | W8 | W9 ,1,9,,
PACEART,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PACEMAKER INTERROGATOR,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PACER,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
PACES,Aligned,1,1,90-100%,100%,W10 | W3 | W5 | W8 ,2,4,,
PACSSCAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PADS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PAGING,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
PAI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PANDORA,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
PAPDISP CHART,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PAPERPORT,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
PAPERSTORE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PARTEK,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PARVO,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PAS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PASAT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PASSNH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PASTOR,Aligned,3,3,90-100%,100%,E3 | E4 | W1 | W10 | W5 | W6 | W8 ,1,7,,
PATH,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PATRIOT DIGITIZER,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PBH-TERM,Aligned,3,3,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PBH-Term,Aligned,1,1,90-100%,100%,E3 | E4 | W6 | W8 ,9,4,,
PBSC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PC-ACE PRO32,Aligned,1,1,90-100%,100%,M1 | W5 | W6 ,7,3,,
PCD,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PCMH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PCMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PCR,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PCS,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
PCTS,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
PCWMM,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
PD,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
PD2,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
PDF4NET,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PDF CREATOR,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
PDREL,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
PDS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PDTS,Aligned,2,2,90-100%,100%,E3 | E4 | W10 | W2 | W5 | W6 | W7 | W8 ,1,8,,
PEAK PLASMABLADE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PEARL,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PEDB,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
PEER CHART REVIEW,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
PEPP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PERC,Aligned,1,1,90-100%,100%,E2 | E3 | M1 | W2 | W3 | W5 | W8 ,4,7,,
PERL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PERNET,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PERS,Aligned,1,1,90-100%,100%,E3 | M1 | W2 | W3 | W5 | W8 ,2,6,,
PERSEMP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
PERSONA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PERVASIVE,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
PFM,Aligned,1,1,90-100%,100%,W1 | W3 ,1,2,,
PFMT,Aligned,1,1,90-100%,100%,E3 | W6 | W7 ,5,3,,
PFT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PFT IQ MANAGER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PHARMASSIST,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
PHARM TECH,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
PHIDDO,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
PHMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PHORESIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PHYSICAL THERAPY EQUIPMENT PRIMUSRS,Aligned,1,1,90-100%,100%,E3 | E4 | W6 | W8 ,9,4,,
PHYSIOFLOW,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PH MONITORING SYSTEM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PI,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
PIAS-C,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
PIAS-E,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
PIAS-O,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
PICTURE THIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PIHCP,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PILLCAM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PINNACLE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PIPSPRO,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
PIR,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
PKI,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PLETHYSMOGRAPH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PLGS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PL SQL Developer,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PM,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
PMON,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PMSS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PM REPORTING TOOL,Aligned,1,1,90-100%,100%,E3 | E4 | M1 | W10 | W8 ,2,5,,
POAS-O,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
POAS-P,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
POC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PODS-P,Aligned,3,3,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W10 | W2 | W3 | W5 | W6 | W8 ,1,11,,
POLAR,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
POLLPWA,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
POSTGRESQL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
POWERBUILDER,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
POWERSCRIBE,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
POWER DVD,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PRESCRIBER LETTER,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
PRINTER,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PROGENESIS LC-MS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PRORAE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
PROTOCLAIMS,Aligned,1,1,90-100%,100%,M1 | W5 | W6 ,7,3,,
PROVATION,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PRO FORTRAN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PRS,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
PRTAS,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
PRTS,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
PS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PSHOP,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
PSR,Aligned,3,4,70-80%,75%,E1 | E2 | E3 | E4 | W1 | W2 | W3 | W5 | W7 | W8 | W9 ,1,11,,
PSYCBOOKS,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
PSYCHCORPCENTER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PSYCHINFO,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
PTRP,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
PTS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PT Grant,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
PT TRAQ,Aligned,2,1,90-100%,100%,E3 | E4 | W4 | W5 | W6 | W8 ,8,6,,
PUBMED,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
PUBS,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
PULSE,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
PUREEDGE,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
PUTTY,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
PVDAS,Aligned,3,3,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W10 | W2 | W5 | W7 | W8 ,1,10,,
Pharmacist Letter,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
Ponemah P3P,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Precision Web,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
Print Audit v6,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Q1 Collector,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
QAWEB,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
QB PRO,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
QCTRACK,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
QIA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
QLUCORE,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
QMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
QRES,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
QSTARZ,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
QUANTIM,Aligned,1,1,90-100%,100%,M1 | W5 | W6 ,7,3,,
QUANTITY ONE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
QUEST,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
QUESTSUITE,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
QUEST INTRUST,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
QUESTemp,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
QUICKDOC,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
QUICKTIME,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
QWS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Q LOCAL,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
Qtrap 6500 AMCR,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Quantos,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
RABIES,Aligned,1,1,90-100%,100%,E3 | E4 | M1 | W10 | W8 ,2,5,,
RACSAS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RALS-PLUS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
RAM,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
RAMMIS-W,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RAPMI,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
RAYSAFE,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
RCMIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RDA-TC,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
RDMS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
REACHPLUS ALERTS,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
READALYZER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
READIBAND,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
REALEYES,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RECA PHC,Aligned,1,1,90-100%,100%,E2 | E3 | M1 | W1 | W2 | W3 | W5 | W6 | W8 | W9 ,7,10,,
RECBASS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RECEIVER,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
REFLECTION,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
REFRACTOR,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
REF MAN,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
REGULUS,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
REG PHC,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
REMAD,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
REMARK,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
REMBRANDT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RENO,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 | W9 ,11,7,,
REPORTIT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
RESET,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
RESPECT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RESPIRATOR FIT TESTER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
RESPONDER,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 | W9 ,11,7,,
RESPONDER RCI,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
RESSCAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RETCAM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RETINA,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
RETINAL CAMERA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RFIPBE,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
RFPRFID,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
RFS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RH,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RIAP-S,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RIIDV,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RIMAGE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RM,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
RMIPPAA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RMPMT,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
ROBOHELP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
ROBOT-RX,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
ROCHE IT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
ROFR,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
ROOM BED SCHEDULER,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
ROSETTA,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
ROTAROD,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
ROVR,Aligned,1,1,90-100%,100%,E4 | W8 ,8,2,,
ROXIO CREATOR,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
RRC,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
RSA,Aligned,1,1,90-100%,100%,E3 | W6 | W7 ,5,3,,
RSIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RSMS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RSPCOOS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
RSTARS,Aligned,1,1,90-100%,100%,E1 | M1 ,6,2,,
RSUB,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
RTLS,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
RTT,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
RUSHWORKS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
RXWORKS,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
RadCalc,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
RadWorks,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Remedy,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Riverain,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
RxRefill,Aligned,2,2,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W8 ,6,9,,
S2IC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
S3,Aligned,2,2,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SA,Aligned,1,1,90-100%,100%,E4 | W10 | W7 ,3,3,,
SAFCM,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
SAFT,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
SAGENT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SAM,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SAN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SANDMAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
